0 0.005
1 1.60757
2 2.89329
3 4.13614
4 5.33614
5 6.49329
6 7.60757
7 8.679
8 9.70757
9 10.6933
10 11.6361
11 12.5361
12 13.3933
13 14.2076
14 14.979
15 15.7076
16 16.3933
17 17.0361
18 17.6361
19 18.1933
20 18.7076
21 19.179
22 19.6076
23 19.9933
24 20.3361
25 20.6361
26 20.8933
27 21.1076
28 21.279
29 21.4076
30 21.4933
31 21.5361
32 21.5361
33 21.4933
34 21.4076
35 21.279
36 21.1076
37 20.8933
38 20.6361
39 20.3361
40 19.9933
41 19.6076
42 19.179
43 18.7076
44 18.1933
45 17.6361
46 17.0361
47 16.3933
48 15.7076
49 14.979
50 14.2076
51 13.3933
52 12.5361
53 11.6361
54 10.6933
55 9.70757
56 8.679
57 7.60757
58 6.49329
59 5.33614
60 4.13614
61 2.89329
62 1.60757
63 0.005
