0 1
0.1 1.05
0.2 1.1025
0.3 1.15763
0.4 1.21551
0.5 1.27628
0.6 1.3401
0.7 1.4071
0.8 1.47746
0.9 1.55133
1 1.62889
1.1 1.71034
1.2 1.79586
1.3 1.88565
1.4 1.97993
1.5 2.07893
1.6 2.18287
1.7 2.29202
1.8 2.40662
1.9 2.52695
2 2.6533
2.1 2.78596
2.2 2.92526
2.3 3.07152
2.4 3.2251
2.5 3.38635
2.6 3.55567
2.7 3.73346
2.8 3.92013
2.9 4.11614
3 4.32194
3.1 4.53804
3.2 4.76494
3.3 5.00319
3.4 5.25335
3.5 5.51602
3.6 5.79182
3.7 6.08141
3.8 6.38548
3.9 6.70475
4 7.03999
4.1 7.39199
4.2 7.76159
4.3 8.14967
4.4 8.55715
4.5 8.98501
4.6 9.43426
4.7 9.90597
4.8 10.4013
4.9 10.9213
5 11.4674
5.1 12.0408
5.2 12.6428
5.3 13.2749
5.4 13.9387
5.5 14.6356
5.6 15.3674
5.7 16.1358
5.8 16.9426
5.9 17.7897
6 18.6792
6.1 19.6131
6.2 20.5938
6.3 21.6235
6.4 22.7047
6.5 23.8399
6.6 25.0319
6.7 26.2835
6.8 27.5977
6.9 28.9775
7 30.4264
7.1 31.9477
7.2 33.5451
7.3 35.2224
7.4 36.9835
7.5 38.8327
7.6 40.7743
7.7 42.813
7.8 44.9537
7.9 47.2014
8 49.5614
8.1 52.0395
8.2 54.6415
8.3 57.3736
8.4 60.2422
8.5 63.2544
8.6 66.4171
8.7 69.7379
8.8 73.2248
8.9 76.8861
9 80.7304
9.1 84.7669
9.2 89.0052
9.3 93.4555
9.4 98.1283
9.5 103.035
9.6 108.186
9.7 113.596
9.8 119.276
9.9 125.239
10 131.501
