0 0
0.16 0.09
0.32 0.17902
0.48 0.26706
0.64 0.35412
0.8 0.4402
0.96 0.5253
1.12 0.60942
1.28 0.69256
1.44 0.77472
1.6 0.8559
1.76 0.9361
1.92 1.01532
2.08 1.09356
2.24 1.17082
2.4 1.2471
2.56 1.3224
2.72 1.39672
2.88 1.47006
3.04 1.54242
3.2 1.6138
3.36 1.6842
3.52 1.75362
3.68 1.82206
3.84 1.88952
4 1.956
4.16 2.0215
4.32 2.08602
4.48 2.14956
4.64 2.21212
4.8 2.2737
4.96 2.3343
5.12 2.39392
5.28 2.45256
5.44 2.51022
5.6 2.5669
5.76 2.6226
5.92 2.67732
6.08 2.73106
6.24 2.78382
6.4 2.8356
6.56 2.8864
6.72 2.93622
6.88 2.98506
7.04 3.03292
7.2 3.0798
7.36 3.1257
7.52 3.17062
7.68 3.21456
7.84 3.25752
8 3.2995
8.16 3.3405
8.32 3.38052
8.48 3.41956
8.64 3.45762
8.8 3.4947
8.96 3.5308
9.12 3.56592
9.28 3.60006
9.44 3.63322
9.6 3.6654
9.76 3.6966
9.92 3.72682
10.08 3.75606
10.24 3.78432
10.4 3.8116
10.56 3.8379
10.72 3.86322
10.88 3.88756
11.04 3.91092
11.2 3.9333
11.36 3.9547
11.52 3.97512
11.68 3.99456
11.84 4.01302
12 4.0305
12.16 4.047
12.32 4.06252
12.48 4.07706
12.64 4.09062
12.8 4.1032
12.96 4.1148
13.12 4.12542
13.28 4.13506
13.44 4.14372
13.6 4.1514
13.76 4.1581
13.92 4.16382
14.08 4.16856
14.24 4.17232
14.4 4.1751
14.56 4.1769
14.72 4.17772
14.88 4.17756
15.04 4.17642
15.2 4.1743
15.36 4.1712
15.52 4.16712
15.68 4.16206
15.84 4.15602
16 4.149
16.16 4.141
16.32 4.13202
16.48 4.12206
16.64 4.11112
16.8 4.0992
16.96 4.0863
17.12 4.07242
17.28 4.05756
17.44 4.04172
17.6 4.0249
17.76 4.0071
17.92 3.98832
18.08 3.96856
18.24 3.94782
18.4 3.9261
18.56 3.9034
18.72 3.87972
18.88 3.85506
19.04 3.82942
19.2 3.8028
19.36 3.7752
19.52 3.74662
19.68 3.71706
19.84 3.68652
20 3.655
20.16 3.6225
20.32 3.58902
20.48 3.55456
20.64 3.51912
20.8 3.4827
20.96 3.4453
21.12 3.40692
21.28 3.36756
21.44 3.32722
21.6 3.2859
21.76 3.2436
21.92 3.20032
22.08 3.15606
22.24 3.11082
22.4 3.0646
22.56 3.0174
22.72 2.96922
22.88 2.92006
23.04 2.86992
23.2 2.8188
23.36 2.7667
23.52 2.71362
23.68 2.65956
23.84 2.60452
24 2.5485
24.16 2.4915
24.32 2.43352
24.48 2.37456
24.64 2.31462
24.8 2.2537
24.96 2.1918
25.12 2.12892
25.28 2.06506
25.44 2.00022
25.6 1.9344
25.76 1.8676
25.92 1.79982
26.08 1.73106
26.24 1.66132
26.4 1.5906
26.56 1.5189
26.72 1.44622
26.88 1.37256
27.04 1.29792
27.2 1.2223
27.36 1.1457
27.52 1.06812
27.68 0.98956
27.84 0.91002
28 0.8295
28.16 0.748
28.32 0.66552
28.48 0.58206
28.64 0.49762
28.8 0.4122
28.96 0.3258
29.12 0.23842
29.28 0.15006
29.44 0.06072
29.6 -0.0296
29.76 -0.1209
29.92 -0.21318
30.08 -0.30644
30.24 -0.40068
30.4 -0.4959
30.56 -0.5921
30.72 -0.68928
30.88 -0.78744
31.04 -0.88658
31.2 -0.9867
31.36 -1.0878
31.52 -1.18988
31.68 -1.29294
31.84 -1.39698
