0 2.26217 1.73472e-18
1 2.24188 -3.10862e-15
2 2.29235 1.21257e-15
3 2.32311 -1.88217e-15
4 2.33692 1.02349e-16
5 2.35187 9.71445e-17
6 2.35514 -4.57967e-16
7 2.35554 -6.66134e-16
8 2.35191 -7.8583e-16
9 2.34579 -8.96852e-16
10 2.33784 -6.73073e-16
11 2.32825 2.22045e-16
12 2.31777 6.5746e-16
13 2.30597 -1.49186e-16
14 2.29385 1.38778e-17
15 2.28057 -2.32453e-16
16 2.26719 6.93889e-18
17 2.25282 1.12757e-16
18 2.23844 5.41234e-16
19 2.22317 7.26849e-16
20 2.20795 -5.6552e-16
21 2.19193 -3.29597e-17
22 2.17596 5.68989e-16
23 2.15928 1.35829e-15
24 2.14265 5.3256e-16
25 2.12537 3.1225e-16
26 2.10815 6.04551e-16
27 2.09033 4.2414e-16
28 2.07257 6.40113e-16
29 2.05426 2.98372e-16
30 2.03599 6.28837e-16
31 2.01724 8.42208e-16
32 1.99851 7.3639e-16
33 1.97933 1.7434e-16
34 1.96017 9.02056e-17
35 1.94061 -9.54098e-17
36 1.92107 2.28116e-16
37 1.90116 1.1189e-16
38 1.88127 -2.42861e-16
39 1.86107 -6.07153e-16
40 1.84089 7.97973e-17
41 1.82044 4.0766e-16
42 1.80005 8.50015e-16
43 1.77944 2.81025e-16
44 1.75892 6.22766e-16
45 1.73826 6.19296e-16
46 1.71772 9.02056e-17
47 1.69712 5.72459e-16
48 1.67671 -3.36536e-16
49 1.65631 -5.67255e-16
50 1.63617 -5.48173e-16
51 1.61613 -1.31839e-16
52 1.59642 -2.23779e-16
53 1.5769 -2.41127e-16
54 1.55779 4.63171e-16
55 1.53895 -1.00961e-15
56 1.5206 -7.56339e-16
57 1.50261 -5.58581e-16
58 1.48516 -4.42354e-16
59 1.46816 -1.92554e-16
60 1.45177 8.82974e-16
61 1.43588 7.70217e-16
62 1.42065 2.42861e-17
63 1.40599 -4.42354e-16
64 1.39203 -8.32667e-17
65 1.37868 -6.93889e-18
66 1.36605 -1.07553e-16
67 1.35406 -4.0766e-16
68 1.34282 -4.23273e-16
69 1.33223 -7.65013e-16
70 1.32239 -3.52149e-16
71 1.31321 -2.2031e-16
72 1.30476 -8.74301e-16
73 1.29697 -1.32186e-15
74 1.28989 -1.22298e-15
75 1.28343 -1.22298e-15
76 1.27765 -1.2889e-15
77 1.27247 -1.42421e-15
78 1.26791 -2.56739e-16
79 1.26391 -9.64506e-16
80 1.26048 -5.89806e-17
81 1.25754 -5.01335e-16
82 1.25512 -2.96638e-16
83 1.25313 -4.56232e-16
84 1.25159 5.67255e-16
85 1.25041 -4.12864e-16
86 1.24961 -5.20417e-18
87 1.24909 -3.19189e-16
88 1.24889 3.64292e-17
89 1.24891 -9.19403e-17
90 1.24916 1.04083e-17
